"번호","구분","업체명","소재지","인허가 정보","이전인허가정보"
"1214"," 미용","자곡퍼스트동물의료센터","서울특별시 강남구 자곡동","322000004920180169","322000003720180169"
"1215"," 미용","비안코이탈리아","서울특별시 강남구 청담동","322000004920180163","322000003720180163"
"1216"," 미용","릴리줄리살롱","서울특별시 강남구 삼성동","322000004920180165","322000003720180165"
"1217"," 미용","24시신사동물용품","서울특별시 강남구 논현동","322000004920180162","322000003720180162"
"1218"," 미용","슈몽(SHUMONG)","서울특별시 강남구 역삼동","322000004920180159","322000003720180159"
"1219"," 미용","주주동물종합병원","서울특별시 강남구 대치동","322000004920180153","322000003720180153"
"1220"," 미용","도곡종합동물병원","서울특별시 강남구 역삼동","322000004920180151","322000003720180151"
"1221"," 미용","청담동물병원애견미용실","서울특별시 강남구 논현동","322000004920180150","322000003720180150"
"1222"," 미용","와이즈24시동물병원","서울특별시 강남구 논현동","322000004920180146","322000003720180146"
"1223"," 미용","바둑아 사랑해","서울특별시 강남구 역삼동","322000004920180145","322000003720180145"
"1224"," 미용","드림동물병원미용실","서울특별시 강남구 역삼동","322000004920180143","322000003720180143"
"1225"," 미용","서경석동물병원","서울특별시 강남구 일원동","322000004920180144","322000003720180144"
"1226"," 미용","다온애견미용","서울특별시 강남구 도곡동","322000004920180138","322000003720180138"
"1227"," 미용","더왈츠앤조이피아","서울특별시 강남구 역삼동","322000004920180140","322000003720180140"
"1228"," 미용","마더스동물병원","서울특별시 강남구 세곡동","322000004920180136","322000003720180136"
"1229"," 미용","압구정 동물의료센터","서울특별시 강남구 신사동","322000004920180134","322000003720180134"
"1230"," 미용","원동물병원","서울특별시 강남구 대치동","322000004920180132","322000003720180132"
"1231"," 미용","서울동물의료센터","서울특별시 강남구 대치동","322000004920180091","322000003720180091"
"1232"," 미용","스마트동물병원","서울특별시 강남구 대치동","322000004920180092","322000003720180092"
"1233"," 미용","스타일리다독","서울특별시 강남구 역삼동","322000004920180094","322000003720180094"
"1234"," 미용","PET.꾸밈","서울특별시 강남구 자곡동","322000004920180097","322000003720180097"
"1235"," 미용","이리온동물병원","서울특별시 강남구 청담동","322000004920180099","322000003720180099"
"1236"," 미용","예은동물병원","서울특별시 강남구 역삼동","322000004920180104","322000003720180104"
"1237"," 미용","봉브라더스","서울특별시 강남구 논현동","322000004920180107","322000003720180107"
"1238"," 미용","24시스마트동물병원(신사본점)","서울특별시 강남구 신사동","322000004920180112","322000003720180112"
"1239"," 미용","부띠끄 몽뚜뚜","서울특별시 강남구 삼성동","322000004920180117","322000003720180117"
"1240"," 미용","압구정메이트동물병원","서울특별시 강남구 신사동","322000004920180119","322000003720180119"
"1241"," 미용","대치수동물병원","서울특별시 강남구 대치동","322000004920180122","322000003720180122"
"1242"," 미용","우리집동물병원","서울특별시 강남구 도곡동","322000004920180123","322000003720180123"
"1243"," 미용","청담아이윌동물병원","서울특별시 강남구 청담동","322000004920180128","322000003720180128"
"1244"," 미용","아지원","서울특별시 강남구 청담동","322000004920180130","322000003720180130"
"1245"," 미용","그루밍캣 압구정점","서울특별시 강남구 신사동","322000004920180090","322000003720180090"
"1246"," 미용","멈미스","서울특별시 강남구 청담동","322000004920180086","322000003720180086"
"1247"," 미용","선릉동물병원","서울특별시 강남구 역삼동","322000004920180126","322000003720180126"
"1248"," 미용","압구정웰","서울특별시 강남구 신사동","322000004920180101","322000003720180101"
"1249"," 미용","개포동물병원","서울특별시 강남구 개포동","322000004920180084","322000003720180084"
"1250"," 미용","주식회사 강남동물병원","서울특별시 강남구 논현동","322000004920180085","322000003720180085"
"1251"," 미용","퍼피즌동물병원","서울특별시 강남구 삼성동","322000004920180082","322000003720180082"
"1252"," 미용","봄사랑동물병원","서울특별시 강남구 압구정동","322000004920180080","322000003720180080"
"1253"," 미용","위너스동물병원","서울특별시 강남구 역삼동","322000004920180076","322000003720180076"
"1254"," 미용","플러피(fluffy)","서울특별시 강남구 청담동","322000004920180072","322000003720180072"
"1255"," 미용","중앙애견미용실","서울특별시 강남구 삼성동","322000004920180070","322000003720180070"
"1256"," 미용","가로수동물병원","서울특별시 강남구 신사동","322000004920180068","322000003720180068"
"1257"," 미용","그레이동물병원 강남점","서울특별시 강남구 도곡동","322000004920180065","322000003720180065"
"1258"," 미용","블루밍독","서울특별시 강남구 논현동","322000004920180064","322000003720180064"
"1259"," 미용","펫하우스","서울특별시 강남구 대치동","322000004920180062","322000003720180062"
"1260"," 미용","라라캣","서울특별시 강남구 역삼동","322000004920180056","322000003720180056"
"1261"," 미용","퍼플퍼피","서울특별시 강남구 신사동","322000004920180054","322000003720180054"
"1262"," 미용","두젠틀(DOGENTLE)","서울특별시 강남구 역삼동","322000004920180050","322000003720180050"
"1263"," 미용","치료멍멍 Grooming","서울특별시 강남구 신사동","322000004920180048","322000003720180048"
"1264"," 미용","강남강아지","서울특별시 강남구 역삼동","322000004920180043","322000003720180043"
"1265"," 미용","주식회사 퍼피고","서울특별시 강남구 논현동","322000004920180041","322000003720180041"
"1266"," 미용","오드리애견미용실","서울특별시 강남구 논현동","322000004920180040","322000003720180040"
"1267"," 미용","그루밍박스","서울특별시 강남구 삼성동","322000004920180032","322000003720180032"
"1268"," 미용","아지케어","서울특별시 강남구 논현동","322000004920180031","322000003720180031"
"1269"," 미용","마이티그루밍","서울특별시 강남구 논현동","322000004920180029","322000003720180029"
"1270"," 미용","마스터그루밍클럽","서울특별시 강남구 역삼동","322000004920180027","322000003720180027"
"1271"," 미용","멍멍스토리","서울특별시 강남구 논현동","322000004920180026","322000003720180026"
"1272"," 미용","다올","서울특별시 강남구 청담동","322000004920180019","322000003720180019"
"1273"," 미용","블리스독","서울특별시 강남구 신사동","322000004920180018","322000003720180018"
"1274"," 미용","달이네애견미용실","서울특별시 강남구 논현동","322000004920180015","322000003720180015"
"1275"," 미용","시저독","서울특별시 강남구 대치동","322000004920180011","322000003720180011"
"1276"," 미용","독캣","서울특별시 송파구 거여동","323000004920230002",""
"1277"," 미용","르쉐르퍼피(Le Cher Puppy)","서울특별시 송파구 잠실동","323000004920230001",""
"1278"," 미용","리베동물메디컬센터","서울특별시 송파구 삼전동","323000004920220029",""
"1279"," 미용","퍼피파우더룸","서울특별시 송파구 잠실동","323000004920220028",""
"1280"," 미용","디자인바이펫","서울특별시 송파구 석촌동","323000004920220027",""
"1281"," 미용","마스터독 MASTER DOG","서울특별시 송파구 오금동","323000004920220026",""
"1282"," 미용","럽포포(Love for Paw)","서울특별시 송파구 장지동","323000004920220025",""
"1283"," 미용","그루밍부스","서울특별시 송파구 장지동","323000004920220024",""
"1284"," 미용","한양동물병원","서울특별시 송파구 송파동","323000004920220023",""
"1285"," 미용","비비안나더비욘드","서울특별시 송파구 석촌동","323000004920220022",""
"1286"," 미용","어서오개","서울특별시 송파구 방이동","323000004920220021",""
"1287"," 미용","그루밍 멈머","서울특별시 송파구 잠실동","323000004920220020","323000003720220020"
"1288"," 미용","퍼피루스","서울특별시 송파구 장지동","323000004920220015","323000003720220015"
"1289"," 미용","머무름 펫","서울특별시 송파구 마천동","323000004920220011","323000003720220011"
"1290"," 미용","마이멍","서울특별시 송파구 송파동","323000004920220010","323000003720220010"
"1291"," 미용","봄날냥","서울특별시 송파구 문정동","323000004920220009","323000003720220009"
"1292"," 미용","개러리아 송파점","서울특별시 송파구 오금동","323000004920220006","323000003720220006"
"1293"," 미용","mm애견공방","서울특별시 송파구 잠실동","323000004920220003","323000003720220003"
"1294"," 미용","이마트 가든 5점","서울특별시 송파구 문정동","323000004920210043","323000003720210043"
"1295"," 미용","엘리펫 살롱","서울특별시 송파구 가락동","323000004920210039","323000003720210039"
"1296"," 미용","포도젤리 펫살롱","서울특별시 송파구 가락동","323000004920210035","323000003720210035"
"1297"," 미용","엘동물병원","서울특별시 송파구 오금동","323000004920210034","323000003720210034"
"1298"," 미용","위례 별 동물의료센터","서울특별시 송파구 장지동","323000004920210030","323000003720210030"
"1299"," 미용","패밀리앤퍼피","서울특별시 송파구 마천동","323000004920210027","323000003720210027"
"1300"," 미용","마벨떼떼","서울특별시 송파구 송파동","323000004920210024","323000003720210024"
"1301"," 미용","노크노크 강아지미용실","서울특별시 송파구 가락동","323000004920210022","323000003720210022"
"1302"," 판매 위탁관리 미용","비숑 테네리페","서울특별시 송파구 문정동","323000004920210021","323000003720210021"
"1303"," 미용","몽타운","서울특별시 송파구 문정동","323000004920210017","323000003720210017"
"1304"," 미용","톰퍼피 강아지분양","서울특별시 송파구 문정동","323000004920210020","323000003720210020"
"1305"," 미용","개님살롱 레이크사이드","서울특별시 송파구 석촌동","323000004920210014","323000003720210014"
"1306"," 미용","마이독그루밍","서울특별시 송파구 잠실동","323000004920210011","323000003720210011"
"1307"," 미용","바람남 강아지","서울특별시 송파구 풍납동","323000004920210010","323000003720210010"
"1308"," 미용","개성있냥","서울특별시 송파구 가락동","323000004920210005","323000003720210005"
"1309"," 미용","동물병원알루","서울특별시 송파구 문정동","323000004920200024","323000003720200024"
"1310"," 미용","제이온 펫트리밍","서울특별시 송파구 문정동","323000004920200022","323000003720200022"
"1311"," 위탁관리 미용","야옹아멍멍해봐 송파위례점","서울특별시 송파구 거여동","323000004920200020","323000003720200020"
"1312"," 미용","즐거운그루밍","서울특별시 송파구 삼전동","323000004920200016","323000003720200016"
"1313"," 미용","뽐나개","서울특별시 송파구 석촌동","323000004920200015","323000003720200015"
"1314"," 미용","루피독","서울특별시 송파구 송파동","323000004920200013","323000003720200013"
"1315"," 미용","몽크의 아뜰리에","서울특별시 송파구 장지동","323000004920200014","323000003720200014"
"1316"," 미용","라온펫동물병원","서울특별시 송파구 송파동","323000004920200009","323000003720200009"
"1317"," 미용","쌍금이네","서울특별시 송파구 삼전동","323000004920200007","323000003720200007"
"1318"," 미용","신천동물병원","서울특별시 송파구 잠실동","323000004920200004","323000003720200004"
"1319"," 미용","잠실종합동물병원","서울특별시 송파구 송파동","323000004920190067","323000003720190067"
"1320"," 위탁관리 미용","애플애견샵","서울특별시 송파구 송파동","323000004920190066","323000003720190066"
"1321"," 미용","퍼피파우더룸","서울특별시 송파구 잠실동","323000004920190064","323000003720190064"
"1322"," 미용","올리라피","서울특별시 송파구 장지동","323000004920190058","323000003720190058"
"1323"," 미용","서울고양이미용실","서울특별시 송파구 삼전동","323000004920190048","323000003720190048"
"1324"," 미용","도그멍","서울특별시 송파구 마천동","323000004920190046","323000003720190046"
"1325"," 미용","한스그루밍","서울특별시 송파구 석촌동","323000004920190038","323000003720190038"
"1326"," 미용","펫프랜드","서울특별시 송파구 잠실동","323000004920190034","323000003720190034"
"1327"," 미용","황제살롱","서울특별시 송파구 석촌동","323000004920190031","323000003720190031"
"1328"," 미용","올리스 방이점","서울특별시 송파구 방이동","323000004920190030","323000003720190030"
"1329"," 미용","영개","서울특별시 송파구 송파동","323000004920190029","323000003720190029"
"1330"," 미용","아망도그플레이스","서울특별시 송파구 거여동","323000004920190027","323000003720190027"
"1331"," 미용","복골온천 애견스파","서울특별시 송파구 석촌동","323000004920190017","323000003720190017"
"1332"," 미용","파래독뷰티샬롱","서울특별시 송파구 석촌동","323000004920190016","323000003720190016"
"1333"," 미용","문정힐스동물병원","서울특별시 송파구 문정동","323000004920190011","323000003720190011"
"1334"," 미용","밸리스 LAB 반려동물 생활연구소","서울특별시 송파구 잠실동","323000004920190007","323000003720190007"
"1335"," 미용","청담동물병원","서울특별시 송파구 풍납동","323000004920190003","323000003720190003"
"1336"," 미용","노아동물병원","서울특별시 송파구 거여동","323000004920190001","323000003720190001"
"1337"," 미용","샤인동물메디컬센터","서울특별시 송파구 송파동","323000004920180142","323000003720180142"
"1338"," 미용","잠실베스트동물메디컬센터","서울특별시 송파구 석촌동","323000004920180136","323000003720180136"
"1339"," 미용","빠리빠리","서울특별시 송파구 오금동","323000004920180134","323000003720180134"
"1340"," 미용","러버독","서울특별시 송파구 석촌동","323000004920180130","323000003720180130"
"1341"," 미용","두리동물병원","서울특별시 송파구 마천동","323000004920180128","323000003720180128"
"1342"," 미용","펫가든 동물병원","서울특별시 송파구 문정동","323000004920180127","323000003720180127"
"1343"," 미용","멍돌하우스","서울특별시 송파구 문정동","323000004920180125","323000003720180125"
"1344"," 미용","리오동물병원","서울특별시 송파구 신천동","323000004920180119","323000003720180119"
"1345"," 미용","행복한우리아이 동물병원","서울특별시 송파구 삼전동","323000004920180115","323000003720180115"
"1346"," 미용","호수동물병원","서울특별시 송파구 송파동","323000004920180114","323000003720180114"
"1347"," 미용","잠실준25시 동물병원","서울특별시 송파구 삼전동","323000004920180113","323000003720180113"
"1348"," 미용","꿈이크는 동물병원","서울특별시 송파구 잠실동","323000004920180109","323000003720180109"
"1349"," 미용","더샵동물메디컬센터","서울특별시 송파구 신천동","323000004920180111","323000003720180111"
"1350"," 미용","쿨독동물병원","서울특별시 송파구 가락동","323000004920180102","323000003720180102"
"1351"," 미용","에코동물병원","서울특별시 송파구 가락동","323000004920180107","323000003720180107"
"1352"," 미용","펫토피아미용실","서울특별시 송파구 방이동","323000004920180100","323000003720180100"
"1353"," 미용","동물의왕국 동물병원","서울특별시 송파구 거여동","323000004920180108","323000003720180108"
"1354"," 미용","봄빛동물병원","서울특별시 송파구 가락동","323000004920180098","323000003720180098"
"1355"," 미용","리센츠 스타동물병원","서울특별시 송파구 잠실동","323000004920180096","323000003720180096"
"1356"," 미용","키다리동물병원","서울특별시 송파구 문정동","323000004920180092","323000003720180092"
"1357"," 미용","헬로우프리티","서울특별시 송파구 문정동","323000004920180091","323000003720180091"
"1358"," 미용","희망동물병원","서울특별시 송파구 잠실동","323000004920180095","323000003720180095"
"1359"," 미용","송파데일리동물병원","서울특별시 송파구 문정동","323000004920180093","323000003720180093"
"1360"," 미용","바비애견미용","서울특별시 송파구 오금동","323000004920180087","323000003720180087"
"1361"," 미용","유앤동물병원","서울특별시 송파구 오금동","323000004920180088","323000003720180088"
"1362"," 미용","라임동물병원","서울특별시 송파구 방이동","323000004920180084","323000003720180084"
"1363"," 미용","온마음 동물메디컬센터","서울특별시 송파구 거여동","323000004920180081","323000003720180081"
"1364"," 미용","오주종합동물병원","서울특별시 송파구 거여동","323000004920180079","323000003720180079"
"1365"," 미용","25시 펫샵","서울특별시 송파구 삼전동","323000004920180075","323000003720180075"
"1366"," 미용","송파동물 펫클럽","서울특별시 송파구 송파동","323000004920180074","323000003720180074"
"1367"," 미용","킴리동물병원","서울특별시 송파구 신천동","323000004920180072","323000003720180072"
"1368"," 미용","송파바로동물병원","서울특별시 송파구 문정동","323000004920180069","323000003720180069"
"1369"," 미용","영국동물병원","서울특별시 송파구 가락동","323000004920180071","323000003720180071"
"1370"," 미용","문정탑 동물병원","서울특별시 송파구 문정동","323000004920180068","323000003720180068"
"1371"," 미용","그루밍 1050","서울특별시 송파구 삼전동","323000004920180067","323000003720180067"
"1372"," 미용","이룸동물병원","서울특별시 송파구 석촌동","323000004920180065","323000003720180065"
"1373"," 미용","24시 잠실온 동물병원","서울특별시 송파구 잠실동","323000004920180061","323000003720180061"
"1374"," 미용","몽몽이 미용실","서울특별시 송파구 잠실동","323000004920180054","323000003720180054"
"1375"," 미용","송파스마일동물병원","서울특별시 송파구 문정동","323000004920180049","323000003720180049"
"1376"," 미용","오드리 애견미용실","서울특별시 송파구 잠실동","323000004920180051","323000003720180051"
"1377"," 미용","위드펫","서울특별시 송파구 잠실동","323000004920180048","323000003720180048"
"1378"," 미용","잔다냥 강동점","서울특별시 송파구 풍납동","323000004920180045","323000003720180045"
"1379"," 미용","강이랑아지랑","서울특별시 송파구 방이동","323000004920180041","323000003720180041"
"1380"," 미용","하트동물메디컬센터","서울특별시 송파구 삼전동","323000004920180040","323000003720180040"
"1381"," 미용","마마독","서울특별시 송파구 오금동","323000004920180037","323000003720180037"
"1382"," 미용","위례S동물의료센터","서울특별시 송파구 장지동","323000004920180036","323000003720180036"
"1383"," 미용","뽀숑뽀숑","서울특별시 송파구 문정동","323000004920180029","323000003720180029"
"1384"," 미용","살롱드 오픈주","서울특별시 송파구 문정동","323000004920180024","323000003720180024"
"1385"," 미용","연동물병원","서울특별시 송파구 잠실동","323000004920180022","323000003720180022"
"1386"," 미용","제이코코(J co co)","서울특별시 송파구 장지동","323000004920180021","323000003720180021"
"1387"," 미용","에버펫동물병원","서울특별시 송파구 가락동","323000004920180018","323000003720180018"
"1388"," 미용","펫살롱 헤아림","서울특별시 송파구 방이동","323000004920180017","323000003720180017"
"1389"," 미용","미쓰멍","서울특별시 송파구 문정동","323000004920180016","323000003720180016"
"1390"," 미용","루시몽","서울특별시 송파구 오금동","323000004920180012","323000003720180012"
"1391"," 미용","제니펫하우스","서울특별시 송파구 풍납동","323000004920180013","323000003720180013"
"1392"," 미용","올댓그루밍 앤 퍼스널트리머","서울특별시 송파구 석촌동","323000004920180009","323000003720180009"
"1393"," 미용","펫디자이너 시나","서울특별시 송파구 송파동","323000004920180001","323000003720180001"
"1394"," 미용","루시드펫(강동점)","서울특별시 강동구 둔촌동","324000004920220016",""
"1395"," 미용","포포앤미루 강동점","서울특별시 강동구 성내동","324000004920220015",""
"1396"," 미용","우댕샵","서울특별시 강동구 길동","324000004920220014",""
"1397"," 미용","운버트 강아지미용실","서울특별시 강동구 암사동","324000004920220013",""
"1398"," 미용","마이제이스","서울특별시 강동구 성내동","324000004920220012",""
"1399"," 미용","포커스 온 펫","서울특별시 강동구 강일동","324000004920220011",""
"1400"," 미용","예쁜댕","서울특별시 강동구 암사동","324000004920220010",""
"1401"," 미용","우리동네","서울특별시 강동구 성내동","324000004920220009",""
"1402"," 미용","뽀그리멍","서울특별시 강동구 성내동","324000004920220008",""
"1403"," 미용","메이드독","서울특별시 강동구 암사동","324000004920220007",""
"1404"," 미용","쁘띠멍","서울특별시 강동구 천호동","324000004920220006",""
"1405"," 미용","플러스비비","서울특별시 강동구 고덕동","324000004920220005","324000003720220005"
"1406"," 미용","토브 펫 살롱","서울특별시 강동구 성내동","324000004920220001","324000003720220001"
"1407"," 미용","개목욕탕","서울특별시 강동구 길동","324000004920210017","324000003720210017"
"1408"," 미용","타이디그룸","서울특별시 강동구 상일동","324000004920210015","324000003720210015"
"1409"," 미용","고덕 동물의료센터","서울특별시 강동구 고덕동","324000004920210014","324000003720210014"
"1410"," 미용","뭉스벨리","서울특별시 강동구 천호동","324000004920210010","324000003720210010"
"1411"," 미용","위위그루밍","서울특별시 강동구 고덕동","324000004920210008","324000003720210008"
"1412"," 미용","부시시","서울특별시 강동구 천호동","324000004920210007","324000003720210007"
"1413"," 위탁관리 미용","제제네 멍치원","서울특별시 강동구 천호동","324000004920210005","324000003720210005"
"1414"," 미용","우연이미용실","서울특별시 강동구 천호동","324000004920210001","324000003720210001"
"1415"," 미용","센트럴동물병원","서울특별시 강동구 고덕동","324000004920200020","324000003720200020"
"1416"," 미용","버디푸(BUDDYPOO)","서울특별시 강동구 명일동","324000004920200014","324000003720200014"
"1417"," 미용","코오롱애견","서울특별시 강동구 성내동","324000004920200009","324000003720200009"
"1418"," 미용","펫트리동물의료센터","서울특별시 강동구 길동","324000004920200003","324000003720200003"
"1419"," 미용","봄이살롱","서울특별시 강동구 천호동","324000004920200001","324000003720200001"
"1420"," 미용","아지아지트","서울특별시 강동구 성내동","324000004920190020","324000003720190020"
"1421"," 미용","미소펫","서울특별시 강동구 길동","324000004920190018","324000003720190018"
"1422"," 미용","개이쁘다","서울특별시 강동구 암사동","324000004920190014","324000003720190014"
"1423"," 미용","멍멍이집","서울특별시 강동구 길동","324000004920190011","324000003720190011"
"1424"," 미용","암사 동물병원","서울특별시 강동구 암사동","324000004920190006","324000003720190006"
"1425"," 미용","아프리카 동물병원","서울특별시 강동구 강일동","324000004920190005","324000003720190005"
"1426"," 미용","Dog Salon","서울특별시 강동구 천호동","324000004920190004","324000003720190004"
"1427"," 미용","봉구의 간식 길동점","서울특별시 강동구 길동","324000004920190001","324000003720190001"
"1428"," 미용","고덕24시 동물병원","서울특별시 강동구 명일동","324000004920180093","324000003720180093"
"1429"," 미용","멍스타일 (멍Style)","서울특별시 강동구 길동","324000004920180090","324000003720180090"
"1430"," 미용","가나 동물병원","서울특별시 강동구 암사동","324000004920180088","324000003720180088"
"1431"," 미용","멍멍이냥 애견미용","서울특별시 강동구 천호동","324000004920180087","324000003720180087"
"1432"," 미용","도그팡팡","서울특별시 강동구 암사동","324000004920180086","324000003720180086"
"1433"," 미용","강동24시SKY 동물병원","서울특별시 강동구 성내동","324000004920180080","324000003720180080"
"1434"," 미용","올바른 동물병원","서울특별시 강동구 암사동","324000004920180077","324000003720180077"
"1435"," 미용","피카소 동물병원","서울특별시 강동구 명일동","324000004920180079","324000003720180079"
"1436"," 미용","현대종합동물병원","서울특별시 강동구 천호동","324000004920180067","324000003720180067"
"1437"," 미용","Dr. 주 동물병원","서울특별시 강동구 둔촌동","324000004920180074","324000003720180074"
"1438"," 미용","늘사랑동물병원","서울특별시 강동구 명일동","324000004920180073","324000003720180073"
"1439"," 미용","펫츠미","서울특별시 강동구 명일동","324000004920180072","324000003720180072"
"1440"," 미용","쥬라기동물병원","서울특별시 강동구 천호동","324000004920180071","324000003720180071"
"1441"," 미용","길종합동물병원","서울특별시 강동구 길동","324000004920180070","324000003720180070"
"1442"," 미용","코코펫","서울특별시 강동구 성내동","324000004920180069","324000003720180069"
"1443"," 미용","큐티애견","서울특별시 강동구 명일동","324000004920180066","324000003720180066"
"1444"," 미용","CH동물병원","서울특별시 강동구 천호동","324000004920180064","324000003720180064"
"1445"," 미용","노랑강아지","서울특별시 강동구 천호동","324000004920180062","324000003720180062"
"1446"," 미용","하치이야기","서울특별시 강동구 성내동","324000004920180055","324000003720180055"
"1447"," 미용","스마트동물병원","서울특별시 강동구 암사동","324000004920180053","324000003720180053"
"1448"," 미용","돌봄 동물병원","서울특별시 강동구 암사동","324000004920180051","324000003720180051"
"1449"," 미용","닥터표 동물병원","서울특별시 강동구 성내동","324000004920180049","324000003720180049"
"1450"," 미용","둔촌동물병원","서울특별시 강동구 성내동","324000004920180045","324000003720180045"
"1451"," 미용","멍뭉네 이발관","서울특별시 강동구 고덕동","324000004920180040","324000003720180040"
"1452"," 미용","김태화 동물병원","서울특별시 강동구 둔촌동","324000004920180043","324000003720180043"
"1453"," 미용","도그보니타","서울특별시 강동구 둔촌동","324000004920180044","324000003720180044"
"1454"," 미용","광나루","서울특별시 강동구 암사동","324000004920180038","324000003720180038"
"1455"," 미용","정동물병원","서울특별시 강동구 암사동","324000004920180034","324000003720180034"
"1456"," 미용","올리브네 펫살롱","서울특별시 강동구 길동","324000004920180035","324000003720180035"
"1457"," 미용","고래힐 동물병원","서울특별시 강동구 고덕동","324000004920180031","324000003720180031"
"1458"," 미용","위즈펫 동물병원","서울특별시 강동구 천호동","324000004920180030","324000003720180030"
"1459"," 미용","내품에동물병원","서울특별시 강동구 성내동","324000004920180027","324000003720180027"
"1460"," 미용","방주동물의료센터","서울특별시 강동구 성내동","324000004920180023","324000003720180023"
"1461"," 미용","펫피플","서울특별시 강동구 명일동","324000004920180020","324000003720180020"
"1462"," 미용","미드미 동물의료센터","서울특별시 강동구 명일동","324000004920180018","324000003720180018"
"1463"," 미용","고고펫","서울특별시 강동구 성내동","324000004920180017","324000003720180017"
"1464"," 미용","GD동물병원","서울특별시 강동구 상일동","324000004920180016","324000003720180016"
"1465"," 미용","동물병원 공감","서울특별시 강동구 천호동","324000004920180014","324000003720180014"
"1466"," 미용","나라펫","서울특별시 강동구 길동","324000004920180013","324000003720180013"
"1467"," 미용","가람동물병원","서울특별시 강동구 성내동","324000004920180011","324000003720180011"
"1468"," 미용","펫클럽","서울특별시 강동구 명일동","324000004920180009","324000003720180009"
"1469"," 미용","다래 동물병원","서울특별시 강동구 천호동","324000004920180008","324000003720180008"
"1470"," 미용","비주독아카데미앤샵","서울특별시 강동구 성내동","324000004920180010","324000003720180010"
"1471"," 미용","사랑이있는동물병원","서울특별시 강동구 명일동","324000004920180007","324000003720180007"
"1472"," 미용","석 동물병원","서울특별시 강동구 성내동","324000004920180004","324000003720180004"
